,born,bornCity,bornCountry,bornCountryCode,died,diedCity,diedCountry,diedCountryCode,firstname,gender,id,prizes,surname,affiliations,category,motivation,overallMotivation,share,year
768,1930-10-10,Menin,Belgium,BE,2015-01-27,Tours,France,FR,Yves,male,794,"[{'year': '2005', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of the metathesis method in organic synthesis""', 'affiliations': [{'name': 'Institut Français du Pétrole', 'city': 'Rueil-Malmaison', 'country': 'France'}]}]",Chauvin,"[{'name': 'Institut Français du Pétrole', 'city': 'Rueil-Malmaison', 'country': 'France'}]",chemistry,"""for the development of the metathesis method in organic synthesis""",,3,2005
769,1942-02-27,"Possum Trot, KY",USA,US,0000-00-00,,,,Robert H.,male,795,"[{'year': '2005', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of the metathesis method in organic synthesis""', 'affiliations': [{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]",Grubbs,"[{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]",chemistry,"""for the development of the metathesis method in organic synthesis""",,3,2005
770,1945-01-04,"Berne, IN",USA,US,0000-00-00,,,,Richard R.,male,796,"[{'year': '2005', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of the metathesis method in organic synthesis""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Schrock,"[{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]",chemistry,"""for the development of the metathesis method in organic synthesis""",,3,2005
771,0000-00-00,,,,0000-00-00,,,,International Atomic Energy Agency (IAEA),org,797,"[{'year': '2005', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""', 'affiliations': [[]]}]",,[[]],peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,2,2005
772,1942-06-17,Cairo,Egypt,EG,0000-00-00,,,,Mohamed,male,798,"[{'year': '2005', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""', 'affiliations': [[]]}]",ElBaradei,[[]],peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,2,2005
773,1930-06-08,Frankfurt-on-the-Main,Germany,DE,0000-00-00,,,,Robert J.,male,799,"[{'year': '2005', 'category': 'economics', 'share': '2', 'motivation': '""for having enhanced our understanding of conflict and cooperation through game-theory analysis""', 'affiliations': [{'name': 'University of Jerusalem, Center for RationalityHebrew', 'city': 'Jerusalem', 'country': 'Israel'}]}]",Aumann,"[{'name': 'University of Jerusalem, Center for RationalityHebrew', 'city': 'Jerusalem', 'country': 'Israel'}]",economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",,2,2005
774,1921-04-14,"Oakland, CA",USA,US,2016-12-13,"Bethesda, MD",USA,US,Thomas C.,male,800,"[{'year': '2005', 'category': 'economics', 'share': '2', 'motivation': '""for having enhanced our understanding of conflict and cooperation through game-theory analysis""', 'affiliations': [{'name': 'University of Maryland, Department of Economics and School of Public Policy', 'city': 'College Park, MD', 'country': 'USA'}]}]",Schelling,"[{'name': 'University of Maryland, Department of Economics and School of Public Policy', 'city': 'College Park, MD', 'country': 'USA'}]",economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",,2,2005
775,1930-10-10,London,United Kingdom,GB,2008-12-24,London,United Kingdom,GB,Harold,male,801,"[{'year': '2005', 'category': 'literature', 'share': '1', 'motivation': '""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression\'s closed rooms""', 'affiliations': [[]]}]",Pinter,[[]],literature,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",,1,2005
776,1959-04-27,"Stanford, CA",USA,US,0000-00-00,,,,Andrew Z.,male,802,"[{'year': '2006', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of RNA interference - gene silencing by double-stranded RNA""', 'affiliations': [{'name': 'Stanford University School of Medicine', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Fire,"[{'name': 'Stanford University School of Medicine', 'city': 'Stanford, CA', 'country': 'USA'}]",medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",,2,2006
777,1960-10-19,"New Haven, CT",USA,US,0000-00-00,,,,Craig C.,male,803,"[{'year': '2006', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of RNA interference - gene silencing by double-stranded RNA""', 'affiliations': [{'name': 'University of Massachusetts Medical School', 'city': 'Worcester, MA', 'country': 'USA'}]}]",Mello,"[{'name': 'University of Massachusetts Medical School', 'city': 'Worcester, MA', 'country': 'USA'}]",medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",,2,2006
778,1946-08-07,"Roanoke, VA",USA,US,0000-00-00,,,,John C.,male,804,"[{'year': '2006', 'category': 'physics', 'share': '2', 'motivation': '""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""', 'affiliations': [{'name': 'NASA Goddard Space Flight Center', 'city': 'Greenbelt, MD', 'country': 'USA'}]}]",Mather,"[{'name': 'NASA Goddard Space Flight Center', 'city': 'Greenbelt, MD', 'country': 'USA'}]",physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",,2,2006
779,1945-02-20,"Yukon, FL",USA,US,0000-00-00,,,,George F.,male,805,"[{'year': '2006', 'category': 'physics', 'share': '2', 'motivation': '""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""', 'affiliations': [{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]}]",Smoot,"[{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]",physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",,2,2006
780,1947-04-24,"St. Louis, MO",USA,US,0000-00-00,,,,Roger D.,male,806,"[{'year': '2006', 'category': 'chemistry', 'share': '1', 'motivation': '""for his studies of the molecular basis of eukaryotic transcription""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Kornberg,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",chemistry,"""for his studies of the molecular basis of eukaryotic transcription""",,1,2006
781,1933-07-26,"Evanston, IL",USA,US,0000-00-00,,,,Edmund S.,male,807,"[{'year': '2006', 'category': 'economics', 'share': '1', 'motivation': '""for his analysis of intertemporal tradeoffs in macroeconomic policy""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]",Phelps,"[{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]",economics,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",,1,2006
782,1952-06-07,Istanbul,Turkey,TR,0000-00-00,,,,Orhan,male,808,"[{'year': '2006', 'category': 'literature', 'share': '1', 'motivation': '""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""', 'affiliations': [[]]}]",Pamuk,[[]],literature,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",,1,2006
783,1940-06-28,Chittagong,British India (now Bangladesh),BD,0000-00-00,,,,Muhammad,male,809,"[{'year': '2006', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to create economic and social development from below""', 'affiliations': [[]]}]",Yunus,[[]],peace,"""for their efforts to create economic and social development from below""",,2,2006
784,0000-00-00,,,,0000-00-00,,,,Grameen Bank,org,810,"[{'year': '2006', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to create economic and social development from below""', 'affiliations': [[]]}]",,[[]],peace,"""for their efforts to create economic and social development from below""",,2,2006
785,1937-10-06,Verona,Italy,IT,0000-00-00,,,,Mario R.,male,811,"[{'year': '2007', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""', 'affiliations': [{'name': 'University of Utah', 'city': 'Salt Lake City, UT', 'country': 'USA'}, {'name': 'Howard Hughes Medical Institute'}]}]",Capecchi,"[{'name': 'University of Utah', 'city': 'Salt Lake City, UT', 'country': 'USA'}, {'name': 'Howard Hughes Medical Institute'}]",medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",,3,2007
786,1941-01-01,Stroud,United Kingdom,GB,0000-00-00,,,,Sir Martin J.,male,812,"[{'year': '2007', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""', 'affiliations': [{'name': 'Cardiff University', 'city': 'Cardiff', 'country': 'United Kingdom'}]}]",Evans,"[{'name': 'Cardiff University', 'city': 'Cardiff', 'country': 'United Kingdom'}]",medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",,3,2007
787,1925-06-23,Halifax,United Kingdom,GB,2017-01-10,"Chapel Hill, NC",USA,US,Oliver,male,813,"[{'year': '2007', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""', 'affiliations': [{'name': 'University of North Carolina', 'city': 'Chapel Hill, NC', 'country': 'USA'}]}]",Smithies,"[{'name': 'University of North Carolina', 'city': 'Chapel Hill, NC', 'country': 'USA'}]",medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",,3,2007
788,1938-03-07,Carcassonne,France,FR,0000-00-00,,,,Albert,male,814,"[{'year': '2007', 'category': 'physics', 'share': '2', 'motivation': '""for the discovery of Giant Magnetoresistance""', 'affiliations': [{'name': 'Universit&eacute; Paris-Sud', 'city': 'Orsay', 'country': 'France'}, {'name': 'Unit&eacute; Mixte de Physique CNRS/THALES', 'city': 'Orsay', 'country': 'France'}]}]",Fert,"[{'name': 'Universit&eacute; Paris-Sud', 'city': 'Orsay', 'country': 'France'}, {'name': 'Unit&eacute; Mixte de Physique CNRS/THALES', 'city': 'Orsay', 'country': 'France'}]",physics,"""for the discovery of Giant Magnetoresistance""",,2,2007
789,1939-05-18,Plzen,Czechoslovakia (now Czech Republic),CZ,2018-04-09,,,,Peter,male,815,"[{'year': '2007', 'category': 'physics', 'share': '2', 'motivation': '""for the discovery of Giant Magnetoresistance""', 'affiliations': [{'name': 'Forschungszentrum J&uuml;lich', 'city': 'J&uuml;lich', 'country': 'Germany'}]}]",Grünberg,"[{'name': 'Forschungszentrum J&uuml;lich', 'city': 'J&uuml;lich', 'country': 'Germany'}]",physics,"""for the discovery of Giant Magnetoresistance""",,2,2007
790,1936-10-10,Bad Cannstatt,Germany,DE,0000-00-00,,,,Gerhard,male,816,"[{'year': '2007', 'category': 'chemistry', 'share': '1', 'motivation': '""for his studies of chemical processes on solid surfaces""', 'affiliations': [{'name': 'Fritz-Haber-Institut der Max-Planck-Gesellschaft', 'city': 'Berlin', 'country': 'Germany'}]}]",Ertl,"[{'name': 'Fritz-Haber-Institut der Max-Planck-Gesellschaft', 'city': 'Berlin', 'country': 'Germany'}]",chemistry,"""for his studies of chemical processes on solid surfaces""",,1,2007
791,1919-10-22,Kermanshah,Persia (now Iran),IR,2013-11-17,London,United Kingdom,GB,Doris,female,817,"[{'year': '2007', 'category': 'literature', 'share': '1', 'motivation': '""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""', 'affiliations': [[]]}]",Lessing,[[]],literature,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",,1,2007
792,0000-00-00,,,,0000-00-00,,,,Intergovernmental Panel on Climate Change (IPCC),org,818,"[{'year': '2007', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""', 'affiliations': [[]]}]",,[[]],peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",,2,2007
793,1948-03-31,"Washington, DC",USA,US,0000-00-00,,,,Albert Arnold (Al),male,819,"[{'year': '2007', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""', 'affiliations': [[]]}]",Gore Jr.,[[]],peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",,2,2007
